name,time,year,month,rain,tmean
buenos aires bahia blanca,2001-10-01,2001,10,0.00369379,15.146630859375025
buenos aires bahia blanca,2001-11-01,2001,11,0.0028960414,17.63971354166669
buenos aires bahia blanca,2002-08-01,2002,8,0.004303725,9.602034505208357
buenos aires bahia blanca,2002-09-01,2002,9,0.0014306282,11.424951171875025
buenos aires bahia blanca,2002-10-01,2002,10,0.003200196,16.04742838541669
buenos aires bahia blanca,2002-11-01,2002,11,0.004028104,18.146956380208355
buenos aires bahia blanca,2003-08-01,2003,8,0.0016363425,8.923079427083357
buenos aires bahia blanca,2003-09-01,2003,9,0.0012298521,12.914778645833357
buenos aires bahia blanca,2003-10-01,2003,10,0.0032195926,16.60138346354169
buenos aires bahia blanca,2003-11-01,2003,11,0.0017797524,18.80914713541669
buenos aires bahia blanca,2004-08-01,2004,8,0.0017135482,9.457828776041689
buenos aires bahia blanca,2004-09-01,2004,9,0.0018550939,12.456608072916689
buenos aires bahia blanca,2004-10-01,2004,10,0.002649884,14.438378906250025
buenos aires bahia blanca,2004-11-01,2004,11,0.0018051701,17.75787760416669
buenos aires bahia blanca,2005-08-01,2005,8,0.0013647904,9.469303385416689
buenos aires bahia blanca,2005-09-01,2005,9,0.0022495987,11.49451090494794
buenos aires bahia blanca,2005-10-01,2005,10,0.0004686249,14.923160807291689
buenos aires bahia blanca,2005-11-01,2005,11,0.0022731528,20.045800781250023
buenos aires bahia blanca,2006-08-01,2006,8,0.00041112932,9.576074218750025
buenos aires bahia blanca,2006-09-01,2006,9,0.0010620016,12.700830078125025
buenos aires bahia blanca,2006-10-01,2006,10,0.0035883866,16.096826171875023
buenos aires bahia blanca,2006-11-01,2006,11,0.0007124543,19.092513020833355
buenos aires bahia blanca,2007-08-01,2007,8,0.00047113645,7.105788167317731
buenos aires bahia blanca,2007-09-01,2007,9,0.004381816,12.928938802083357
buenos aires bahia blanca,2007-10-01,2007,10,0.0019136346,16.297102864583355
buenos aires bahia blanca,2007-11-01,2007,11,0.0017707399,16.741194661458355
buenos aires bahia blanca,2008-08-01,2008,8,0.00046004122,9.946761067708357
buenos aires bahia blanca,2008-09-01,2008,9,0.0010316198,12.033105468750025
buenos aires bahia blanca,2008-10-01,2008,10,0.0013616724,16.11871744791669
buenos aires bahia blanca,2008-11-01,2008,11,0.0015889992,22.315332031250023
buenos aires bahia blanca,2009-08-01,2009,8,0.00019289526,12.280664062500025
buenos aires bahia blanca,2009-09-01,2009,9,0.0012414074,10.865950520833357
buenos aires bahia blanca,2009-10-01,2009,10,0.00038930852,16.014388020833355
buenos aires bahia blanca,2009-11-01,2009,11,0.002679835,18.279443359375023
buenos aires bahia blanca,2010-08-01,2010,8,6.38903e-05,8.769270833333357
buenos aires bahia blanca,2010-09-01,2010,9,0.0016347171,12.265527343750025
buenos aires bahia blanca,2010-10-01,2010,10,0.0021569252,15.641829427083357
buenos aires bahia blanca,2010-11-01,2010,11,0.0017105503,17.927392578125023
buenos aires bahia blanca,2011-08-01,2011,8,0.00075650396,8.688053385416689
buenos aires bahia blanca,2011-09-01,2011,9,0.00087600184,13.421207682291689
buenos aires bahia blanca,2011-10-01,2011,10,0.002432348,13.835107421875025
buenos aires bahia blanca,2011-11-01,2011,11,0.0047155395,20.410628255208355
buenos aires bahia blanca,2012-08-01,2012,8,0.0018881061,9.964990234375025
buenos aires bahia blanca,2012-09-01,2012,9,0.0006186639,13.050846354166689
buenos aires bahia blanca,2012-10-01,2012,10,0.0019812514,15.700423177083357
buenos aires bahia blanca,2012-11-01,2012,11,0.0023478076,20.187727864583355
buenos aires bahia blanca,2013-08-01,2013,8,0.00025900523,9.297509765625025
buenos aires bahia blanca,2013-09-01,2013,9,0.0026495869,10.649479166666689
buenos aires bahia blanca,2013-10-01,2013,10,0.0025746245,15.778629557291689
buenos aires bahia blanca,2013-11-01,2013,11,0.0015095662,19.74029947916669
buenos aires bahia blanca,2014-08-01,2014,8,0.0014465498,11.152897135416689
buenos aires bahia blanca,2014-09-01,2014,9,0.0009972636,13.293115234375025
buenos aires bahia blanca,2014-10-01,2014,10,0.005069624,15.931705729166689
buenos aires bahia blanca,2014-11-01,2014,11,0.0016159877,18.522688802083355
buenos aires bahia blanca,2015-08-01,2015,8,0.0010910234,10.866031901041689
buenos aires bahia blanca,2015-09-01,2015,9,0.0009903423,10.830224609375025
buenos aires bahia blanca,2015-10-01,2015,10,0.002627681,11.952376302083357
buenos aires bahia blanca,2015-11-01,2015,11,0.0018398222,19.28766276041669
buenos aires bahia blanca,2016-08-01,2016,8,0.00025366925,11.113590494791689
buenos aires bahia blanca,2016-09-01,2016,9,0.0010094496,11.637760416666689
buenos aires bahia blanca,2016-10-01,2016,10,0.0034636369,14.476790364583357
buenos aires bahia blanca,2016-11-01,2016,11,0.0018223304,19.191878255208355
buenos aires bahia blanca,2017-08-01,2017,8,0.0019040153,10.832747395833357
buenos aires bahia blanca,2017-09-01,2017,9,0.0017337281,12.461490885416689
buenos aires bahia blanca,2017-10-01,2017,10,0.0016665967,15.103662109375025
buenos aires bahia blanca,2017-11-01,2017,11,0.003398589,16.80328776041669
buenos aires bahia blanca,2018-08-01,2018,8,0.00050350785,9.745751953125025
buenos aires bahia blanca,2018-09-01,2018,9,0.0016256558,13.649804687500025
buenos aires bahia blanca,2018-10-01,2018,10,0.0024401424,14.623030598958357
buenos aires bahia blanca,2018-11-01,2018,11,0.004489048,18.155664062500023
buenos aires bahia blanca,2019-08-01,2019,8,0.00017672028,10.086165364583357
buenos aires bahia blanca,2019-09-01,2019,9,0.0010227157,12.051660156250025
buenos aires bahia blanca,2019-10-01,2019,10,0.002180843,14.747379557291689
buenos aires bahia blanca,2019-11-01,2019,11,0.0014615026,19.707747395833355
buenos aires bahia blanca,2020-08-01,2020,8,0.00087059126,9.878076171875025
buenos aires bahia blanca,2020-09-01,2020,9,0.0012170926,12.192610677083357
buenos aires bahia blanca,2020-10-01,2020,10,0.0016025169,14.886702473958357
buenos aires bahia blanca,2020-11-01,2020,11,0.0014379853,20.651350911458355
buenos aires bahia blanca,2021-08-01,2021,8,0.00047234865,11.323876953125025
buenos aires bahia blanca,2021-09-01,2021,9,0.002059503,13.348128255208357
buenos aires bahia blanca,2021-10-01,2021,10,0.00033266874,17.107812500000023
buenos aires bahia blanca,2021-11-01,2021,11,0.00215281,19.183089192708355
buenos aires bahia blanca,2022-08-01,2022,8,0.00036536367,9.923567708333357
buenos aires bahia blanca,2022-09-01,2022,9,0.0008697777,13.247054036458357
buenos aires bahia blanca,2022-10-01,2022,10,0.0009315326,14.881656901041689
buenos aires bahia blanca,2022-11-01,2022,11,0.0016965242,20.38751627604169
buenos aires coronel dorrego,1993-08-01,1993,8,0.00020374681,10.111881510416689
buenos aires coronel dorrego,1993-09-01,1993,9,0.0006287616,11.635530598958356
buenos aires coronel dorrego,1993-10-01,1993,10,0.0018863641,14.788216145833356
buenos aires coronel dorrego,1993-11-01,1993,11,0.0029613657,16.469661458333356
buenos aires coronel dorrego,1994-08-01,1994,8,0.0012941802,9.101888020833355
buenos aires coronel dorrego,1994-09-01,1994,9,0.0008188242,11.997054036458357
buenos aires coronel dorrego,1994-10-01,1994,10,0.0018797679,13.50704752604169
buenos aires coronel dorrego,1994-11-01,1994,11,0.0017442522,19.33691406250002
buenos aires coronel dorrego,1995-08-01,1995,8,0.0010596452,8.55362955729169
buenos aires coronel dorrego,1995-09-01,1995,9,0.0005364235,11.863720703125022
buenos aires coronel dorrego,1995-10-01,1995,10,0.0020090626,14.151692708333355
buenos aires coronel dorrego,1995-11-01,1995,11,0.0033043316,18.02254231770836
buenos aires coronel dorrego,1996-08-01,1996,8,0.0034063293,11.399055989583356
buenos aires coronel dorrego,1996-09-01,1996,9,0.00063169876,11.58082682291669
buenos aires coronel dorrego,1996-10-01,1996,10,0.0036751789,15.139143880208357
buenos aires coronel dorrego,1996-11-01,1996,11,0.0030385004,18.580712890625023
buenos aires coronel dorrego,1997-08-01,1997,8,0.0012508767,9.445686848958356
buenos aires coronel dorrego,1997-09-01,1997,9,0.0013247018,10.045312500000025
buenos aires coronel dorrego,1997-10-01,1997,10,0.0032858562,13.814274088541689
buenos aires coronel dorrego,1997-11-01,1997,11,0.0021128533,16.640755208333356
buenos aires coronel dorrego,1998-08-01,1998,8,0.0007986744,10.257145182291689
buenos aires coronel dorrego,1998-09-01,1998,9,0.004086211,10.50680338541669
buenos aires coronel dorrego,1998-10-01,1998,10,0.000655216,16.65226236979169
buenos aires coronel dorrego,1998-11-01,1998,11,0.0022639402,18.41985677083336
buenos aires coronel dorrego,1999-08-01,1999,8,0.0016386333,10.206591796875022
buenos aires coronel dorrego,1999-09-01,1999,9,0.0012590372,11.968359375000023
buenos aires coronel dorrego,1999-10-01,1999,10,0.00131522,14.94288736979169
buenos aires coronel dorrego,1999-11-01,1999,11,0.0028234904,17.893538411458355
buenos aires coronel dorrego,2000-08-01,2000,8,0.0009749614,8.276057942708356
buenos aires coronel dorrego,2000-09-01,2000,9,0.0025673152,10.39493815104169
buenos aires coronel dorrego,2000-10-01,2000,10,0.0026678252,13.02882486979169
buenos aires coronel dorrego,2000-11-01,2000,11,0.0015934131,16.615266927083358
buenos aires coronel dorrego,2001-08-01,2001,8,0.0033264756,10.807747395833356
buenos aires coronel dorrego,2001-09-01,2001,9,0.0028308877,10.933251953125025
buenos aires coronel dorrego,2001-10-01,2001,10,0.0032537957,14.572216796875022
buenos aires coronel dorrego,2001-11-01,2001,11,0.003700258,17.038802083333355
buenos aires coronel dorrego,2002-08-01,2002,8,0.0050765,9.460237630208356
buenos aires coronel dorrego,2002-09-01,2002,9,0.0016042616,11.086669921875025
buenos aires coronel dorrego,2002-10-01,2002,10,0.0035790466,15.61866861979169
buenos aires coronel dorrego,2002-11-01,2002,11,0.006267456,17.574609375000023
buenos aires coronel dorrego,2003-08-01,2003,8,0.0012828839,8.739013671875023
buenos aires coronel dorrego,2003-09-01,2003,9,0.0010545792,12.315218098958356
buenos aires coronel dorrego,2003-10-01,2003,10,0.0038053074,15.867626953125022
buenos aires coronel dorrego,2003-11-01,2003,11,0.0018923617,17.849414062500024
buenos aires coronel dorrego,2004-08-01,2004,8,0.0022886863,9.377669270833357
buenos aires coronel dorrego,2004-09-01,2004,9,0.0014357169,11.91114908854169
buenos aires coronel dorrego,2004-10-01,2004,10,0.0028363445,13.992919921875025
buenos aires coronel dorrego,2004-11-01,2004,11,0.0020305002,17.174983723958356
buenos aires coronel dorrego,2005-08-01,2005,8,0.0016949422,9.21642252604169
buenos aires coronel dorrego,2005-09-01,2005,9,0.002005507,11.07873942057294
buenos aires coronel dorrego,2005-10-01,2005,10,0.0008726485,13.910791015625025
buenos aires coronel dorrego,2005-11-01,2005,11,0.0033580249,18.71578776041669
buenos aires coronel dorrego,2006-08-01,2006,8,0.00030144985,9.362239583333356
buenos aires coronel dorrego,2006-09-01,2006,9,0.0012234461,12.220214843750025
buenos aires coronel dorrego,2006-10-01,2006,10,0.004495425,15.220279947916689
buenos aires coronel dorrego,2006-11-01,2006,11,0.0008992985,18.113232421875026
buenos aires coronel dorrego,2007-08-01,2007,8,0.00047767657,7.128672281901064
buenos aires coronel dorrego,2007-09-01,2007,9,0.0041884896,12.72428385416669
buenos aires coronel dorrego,2007-10-01,2007,10,0.0016880499,15.802376302083356
buenos aires coronel dorrego,2007-11-01,2007,11,0.0020546813,15.948421223958356
buenos aires coronel dorrego,2008-08-01,2008,8,0.00040034112,9.571077473958356
buenos aires coronel dorrego,2008-09-01,2008,9,0.0015765794,11.581298828125025
buenos aires coronel dorrego,2008-10-01,2008,10,0.001818173,15.189680989583357
buenos aires coronel dorrego,2008-11-01,2008,11,0.0018068573,21.075390625000026
buenos aires coronel dorrego,2009-08-01,2009,8,0.00023662917,11.87428385416669
buenos aires coronel dorrego,2009-09-01,2009,9,0.0012378007,10.399348958333356
buenos aires coronel dorrego,2009-10-01,2009,10,0.0006349355,15.25524088541669
buenos aires coronel dorrego,2009-11-01,2009,11,0.002476714,17.722428385416688
buenos aires coronel dorrego,2010-08-01,2010,8,0.00019841928,8.587402343750023
buenos aires coronel dorrego,2010-09-01,2010,9,0.0017006967,11.706738281250022
buenos aires coronel dorrego,2010-10-01,2010,10,0.003054392,14.76564127604169
buenos aires coronel dorrego,2010-11-01,2010,11,0.0019779962,16.664697265625023
buenos aires coronel dorrego,2011-08-01,2011,8,0.0009813197,8.732307942708356
buenos aires coronel dorrego,2011-09-01,2011,9,0.0014711384,12.470345052083356
buenos aires coronel dorrego,2011-10-01,2011,10,0.0017415658,13.249072265625022
buenos aires coronel dorrego,2011-11-01,2011,11,0.0051281527,19.731591796875023
buenos aires coronel dorrego,2012-08-01,2012,8,0.0031084607,9.86544596354169
buenos aires coronel dorrego,2012-09-01,2012,9,0.00082281017,12.192138671875025
buenos aires coronel dorrego,2012-10-01,2012,10,0.0019314478,15.03273111979169
buenos aires coronel dorrego,2012-11-01,2012,11,0.0030088432,19.087695312500024
buenos aires coronel dorrego,2013-08-01,2013,8,0.00051981,8.783203125000023
buenos aires coronel dorrego,2013-09-01,2013,9,0.0025751686,10.29601236979169
buenos aires coronel dorrego,2013-10-01,2013,10,0.002521603,15.054231770833356
buenos aires coronel dorrego,2013-11-01,2013,11,0.001682842,18.36373697916669
buenos aires coronel dorrego,2014-08-01,2014,8,0.0021481675,11.024055989583356
buenos aires coronel dorrego,2014-09-01,2014,9,0.0012725004,12.94239908854169
buenos aires coronel dorrego,2014-10-01,2014,10,0.00581947,15.511083984375023
buenos aires coronel dorrego,2014-11-01,2014,11,0.002502579,17.75431315104169
buenos aires coronel dorrego,2015-08-01,2015,8,0.001237008,10.577522786458356
buenos aires coronel dorrego,2015-09-01,2015,9,0.00065551157,10.511328125000023
buenos aires coronel dorrego,2015-10-01,2015,10,0.0034296464,11.510237630208357
buenos aires coronel dorrego,2015-11-01,2015,11,0.0018188489,18.63064778645836
buenos aires coronel dorrego,2016-08-01,2016,8,0.00024925944,10.845996093750022
buenos aires coronel dorrego,2016-09-01,2016,9,0.0009431475,11.25382486979169
buenos aires coronel dorrego,2016-10-01,2016,10,0.0026158614,14.194433593750023
buenos aires coronel dorrego,2016-11-01,2016,11,0.002107878,18.55887044270836
buenos aires coronel dorrego,2017-08-01,2017,8,0.0027208051,10.639404296875025
buenos aires coronel dorrego,2017-09-01,2017,9,0.0015837627,12.18234049479169
buenos aires coronel dorrego,2017-10-01,2017,10,0.0018260352,14.570166015625023
buenos aires coronel dorrego,2017-11-01,2017,11,0.003756683,15.931461588541689
buenos aires coronel dorrego,2018-08-01,2018,8,0.00059863285,9.609309895833356
buenos aires coronel dorrego,2018-09-01,2018,9,0.0021778946,13.05870768229169
buenos aires coronel dorrego,2018-10-01,2018,10,0.0025824683,13.86539713541669
buenos aires coronel dorrego,2018-11-01,2018,11,0.0048032627,17.361458333333356
buenos aires coronel dorrego,2019-08-01,2019,8,0.00030222684,9.839160156250022
buenos aires coronel dorrego,2019-09-01,2019,9,0.0013352553,11.48424479166669
buenos aires coronel dorrego,2019-10-01,2019,10,0.002513868,13.764192708333356
buenos aires coronel dorrego,2019-11-01,2019,11,0.0020739615,18.50830078125002
buenos aires coronel dorrego,2020-08-01,2020,8,0.0009627556,9.807470703125023
buenos aires coronel dorrego,2020-09-01,2020,9,0.0011618641,11.56334635416669
buenos aires coronel dorrego,2020-10-01,2020,10,0.002340661,14.158496093750022
buenos aires coronel dorrego,2020-11-01,2020,11,0.002151686,19.521679687500026
buenos aires coronel dorrego,2021-08-01,2021,8,0.00064566976,10.85802408854169
buenos aires coronel dorrego,2021-09-01,2021,9,0.0017213817,12.901399739583356
buenos aires coronel dorrego,2021-10-01,2021,10,0.0006708608,16.190332031250023
buenos aires coronel dorrego,2021-11-01,2021,11,0.0032356947,18.16263020833336
buenos aires coronel dorrego,2022-08-01,2022,8,0.0004579861,9.704964192708356
buenos aires coronel dorrego,2022-09-01,2022,9,0.0004417491,12.970703125000025
buenos aires coronel dorrego,2022-10-01,2022,10,0.0018070944,14.399397786458357
buenos aires coronel dorrego,2022-11-01,2022,11,0.0016585966,19.34985351562502
buenos aires coronel pringles,1993-08-01,1993,8,7.374357e-05,9.127493990384638
buenos aires coronel pringles,1993-09-01,1993,9,0.0010248402,10.782110126201946
buenos aires coronel pringles,1993-10-01,1993,10,0.0019765166,14.327877103365408
buenos aires coronel pringles,1993-11-01,1993,11,0.0039170315,15.85923978365387
buenos aires coronel pringles,1994-08-01,1994,8,0.001827323,8.269959435096176
buenos aires coronel pringles,1994-09-01,1994,9,0.00064327096,11.23733849158656
buenos aires coronel pringles,1994-10-01,1994,10,0.0021837878,12.872517277644253
buenos aires coronel pringles,1994-11-01,1994,11,0.0015263547,18.561801382211563
buenos aires coronel pringles,1995-08-01,1995,8,0.0008411796,7.787593900240408
buenos aires coronel pringles,1995-09-01,1995,9,0.00037610094,11.512053034855793
buenos aires coronel pringles,1995-10-01,1995,10,0.0019766472,13.714483173076946
buenos aires coronel pringles,1995-11-01,1995,11,0.0048884926,17.369625150240406
buenos aires coronel pringles,1996-08-01,1996,8,0.0027999734,10.707121394230793
buenos aires coronel pringles,1996-09-01,1996,9,0.0005703488,10.844666466346176
buenos aires coronel pringles,1996-10-01,1996,10,0.00411255,14.767536808894253
buenos aires coronel pringles,1996-11-01,1996,11,0.0032044984,17.85801908052887
buenos aires coronel pringles,1997-08-01,1997,8,0.001149758,8.812646484375023
buenos aires coronel pringles,1997-09-01,1997,9,0.0011633674,9.6442082331731
buenos aires coronel pringles,1997-10-01,1997,10,0.0037901478,13.27444786658656
buenos aires coronel pringles,1997-11-01,1997,11,0.0021691269,16.056054687500023
buenos aires coronel pringles,1998-08-01,1998,8,0.00063266855,9.347952974759638
buenos aires coronel pringles,1998-09-01,1998,9,0.004883137,9.731573016826946
buenos aires coronel pringles,1998-10-01,1998,10,0.00046539668,15.906546724759638
buenos aires coronel pringles,1998-11-01,1998,11,0.0022929008,17.602291165865406
buenos aires coronel pringles,1999-08-01,1999,8,0.0014088104,9.380254657451946
buenos aires coronel pringles,1999-09-01,1999,9,0.0014884204,11.334562800480793
buenos aires coronel pringles,1999-10-01,1999,10,0.0015281425,14.097051532451946
buenos aires coronel pringles,1999-11-01,1999,11,0.0027050558,17.343408203125023
buenos aires coronel pringles,2000-08-01,2000,8,0.0014266084,7.655645282451946
buenos aires coronel pringles,2000-09-01,2000,9,0.002798074,9.862376051682714
buenos aires coronel pringles,2000-10-01,2000,10,0.002992373,12.616657902644253
buenos aires coronel pringles,2000-11-01,2000,11,0.001668188,16.02243840144233
buenos aires coronel pringles,2001-08-01,2001,8,0.002948621,10.151607572115408
buenos aires coronel pringles,2001-09-01,2001,9,0.0033977905,10.345474008413484
buenos aires coronel pringles,2001-10-01,2001,10,0.004223726,14.139870042067331
buenos aires coronel pringles,2001-11-01,2001,11,0.0032689369,16.2862980769231
buenos aires coronel pringles,2002-08-01,2002,8,0.006627018,8.888555438701946
buenos aires coronel pringles,2002-09-01,2002,9,0.001670617,10.36233849158656
buenos aires coronel pringles,2002-10-01,2002,10,0.0034965682,14.850957782451946
buenos aires coronel pringles,2002-11-01,2002,11,0.0068164095,16.872573617788483
buenos aires coronel pringles,2003-08-01,2003,8,0.0011045614,7.949665715144254
buenos aires coronel pringles,2003-09-01,2003,9,0.0012685646,11.539284104567331
buenos aires coronel pringles,2003-10-01,2003,10,0.0030922813,15.2635929987981
buenos aires coronel pringles,2003-11-01,2003,11,0.0023654334,17.266391225961563
buenos aires coronel pringles,2004-08-01,2004,8,0.0024630555,8.664565805288484
buenos aires coronel pringles,2004-09-01,2004,9,0.0010891783,11.280570162259638
buenos aires coronel pringles,2004-10-01,2004,10,0.0031138468,13.389381760817331
buenos aires coronel pringles,2004-11-01,2004,11,0.00247667,16.275424429086563
buenos aires coronel pringles,2005-08-01,2005,8,0.0016952594,8.527565354567331
buenos aires coronel pringles,2005-09-01,2005,9,0.0018611604,10.525842285156273
buenos aires coronel pringles,2005-10-01,2005,10,0.0009839042,13.50052208533656
buenos aires coronel pringles,2005-11-01,2005,11,0.0037957353,18.232136418269253
buenos aires coronel pringles,2006-08-01,2006,8,0.00027793006,8.633315805288484
buenos aires coronel pringles,2006-09-01,2006,9,0.0010855584,11.564205228365408
buenos aires coronel pringles,2006-10-01,2006,10,0.0054039108,14.7516301081731
buenos aires coronel pringles,2006-11-01,2006,11,0.00075654325,17.541763070913483
buenos aires coronel pringles,2007-08-01,2007,8,0.00050552195,5.963185002253629
buenos aires coronel pringles,2007-09-01,2007,9,0.0036643324,11.960013521634638
buenos aires coronel pringles,2007-10-01,2007,10,0.0030609204,15.14969200721156
buenos aires coronel pringles,2007-11-01,2007,11,0.002101454,15.274260066105793
buenos aires coronel pringles,2008-08-01,2008,8,0.0005222055,8.56358548677887
buenos aires coronel pringles,2008-09-01,2008,9,0.001282371,10.783687650240408
buenos aires coronel pringles,2008-10-01,2008,10,0.0021962977,14.42117638221156
buenos aires coronel pringles,2008-11-01,2008,11,0.001957747,20.39890324519233
buenos aires coronel pringles,2009-08-01,2009,8,0.00020350509,11.380836838942331
buenos aires coronel pringles,2009-09-01,2009,9,0.0018203192,9.445402644230793
buenos aires coronel pringles,2009-10-01,2009,10,0.00084586185,14.390264423076946
buenos aires coronel pringles,2009-11-01,2009,11,0.0027233597,17.39195462740387
buenos aires coronel pringles,2010-08-01,2010,8,0.00018374062,7.535359074519254
buenos aires coronel pringles,2010-09-01,2010,9,0.0021004765,10.955168269230793
buenos aires coronel pringles,2010-10-01,2010,10,0.002902459,13.999883563701946
buenos aires coronel pringles,2010-11-01,2010,11,0.0023968918,16.278767277644253
buenos aires coronel pringles,2011-08-01,2011,8,0.0009816231,7.689148888221177
buenos aires coronel pringles,2011-09-01,2011,9,0.0009581037,11.82107872596156
buenos aires coronel pringles,2011-10-01,2011,10,0.00175363,12.857756159855793
buenos aires coronel pringles,2011-11-01,2011,11,0.00481335,19.098028094951943
buenos aires coronel pringles,2012-08-01,2012,8,0.0036317708,9.112451171875025
buenos aires coronel pringles,2012-09-01,2012,9,0.0008941447,11.432425631009638
buenos aires coronel pringles,2012-10-01,2012,10,0.0028878138,14.310205078125025
buenos aires coronel pringles,2012-11-01,2012,11,0.0034810887,18.385043569711563
buenos aires coronel pringles,2013-08-01,2013,8,0.0005300334,7.807895132211561
buenos aires coronel pringles,2013-09-01,2013,9,0.002779658,9.446998948317331
buenos aires coronel pringles,2013-10-01,2013,10,0.0022787647,14.5660832331731
buenos aires coronel pringles,2013-11-01,2013,11,0.0020683862,17.798354867788483
buenos aires coronel pringles,2014-08-01,2014,8,0.002532712,10.302148437500025
buenos aires coronel pringles,2014-09-01,2014,9,0.0013775097,12.329548527644253
buenos aires coronel pringles,2014-10-01,2014,10,0.005627451,15.08499474158656
buenos aires coronel pringles,2014-11-01,2014,11,0.0031395094,17.0799992487981
buenos aires coronel pringles,2015-08-01,2015,8,0.0011449419,9.990418419471176
buenos aires coronel pringles,2015-09-01,2015,9,0.00080475997,9.840271935096176
buenos aires coronel pringles,2015-10-01,2015,10,0.0038793795,10.816627854567331
buenos aires coronel pringles,2015-11-01,2015,11,0.0017625492,17.751911808894253
buenos aires coronel pringles,2016-08-01,2016,8,0.00027416946,10.023753004807714
buenos aires coronel pringles,2016-09-01,2016,9,0.00077630964,10.649785907451946
buenos aires coronel pringles,2016-10-01,2016,10,0.0027824207,13.611831430288484
buenos aires coronel pringles,2016-11-01,2016,11,0.0019825357,17.861662409855793
buenos aires coronel pringles,2017-08-01,2017,8,0.002580001,10.020504056490408
buenos aires coronel pringles,2017-09-01,2017,9,0.0017752816,11.229375751201946
buenos aires coronel pringles,2017-10-01,2017,10,0.0022928328,13.901138070913484
buenos aires coronel pringles,2017-11-01,2017,11,0.0028040076,15.59825345552887
buenos aires coronel pringles,2018-08-01,2018,8,0.00076004496,8.614498197115408
buenos aires coronel pringles,2018-09-01,2018,9,0.0019611865,12.376461087740408
buenos aires coronel pringles,2018-10-01,2018,10,0.002655948,13.420124699519253
buenos aires coronel pringles,2018-11-01,2018,11,0.0050043347,17.05905949519233
buenos aires coronel pringles,2019-08-01,2019,8,0.0003196422,9.103079927884638
buenos aires coronel pringles,2019-09-01,2019,9,0.0010610084,11.150217848557714
buenos aires coronel pringles,2019-10-01,2019,10,0.0020403117,13.433345853365408
buenos aires coronel pringles,2019-11-01,2019,11,0.0016240625,18.64890324519233
buenos aires coronel pringles,2020-08-01,2020,8,0.0007537955,9.225769981971176
buenos aires coronel pringles,2020-09-01,2020,9,0.0019212957,10.8649113581731
buenos aires coronel pringles,2020-10-01,2020,10,0.0026986066,13.304139122596176
buenos aires coronel pringles,2020-11-01,2020,11,0.0020391382,18.8448918269231
buenos aires coronel pringles,2021-08-01,2021,8,0.00057960715,9.768062650240408
buenos aires coronel pringles,2021-09-01,2021,9,0.0025716014,11.92320462740387
buenos aires coronel pringles,2021-10-01,2021,10,0.0010153614,15.114986478365408
buenos aires coronel pringles,2021-11-01,2021,11,0.0034553255,17.475112680288483
