name,time,year,month,rain,tmean
buenos aires coronel dorrego,1999-09-01,1999,9,0.0012590372,11.968359375000023
buenos aires coronel dorrego,1999-10-01,1999,10,0.00131522,14.94288736979169
buenos aires coronel dorrego,1999-11-01,1999,11,0.0028234904,17.893538411458355
buenos aires coronel dorrego,2000-08-01,2000,8,0.0009749614,8.276057942708356
buenos aires coronel dorrego,2000-09-01,2000,9,0.0025673152,10.39493815104169
buenos aires coronel dorrego,2000-10-01,2000,10,0.0026678252,13.02882486979169
buenos aires coronel dorrego,2000-11-01,2000,11,0.0015934131,16.615266927083358
buenos aires coronel dorrego,2001-08-01,2001,8,0.0033264756,10.807747395833356
buenos aires coronel dorrego,2001-09-01,2001,9,0.0028308877,10.933251953125025
buenos aires coronel dorrego,2001-10-01,2001,10,0.0032537957,14.572216796875022
buenos aires coronel dorrego,2001-11-01,2001,11,0.003700258,17.038802083333355
buenos aires coronel dorrego,2002-08-01,2002,8,0.0050765,9.460237630208356
buenos aires coronel dorrego,2002-09-01,2002,9,0.0016042616,11.086669921875025
buenos aires coronel dorrego,2002-10-01,2002,10,0.0035790466,15.61866861979169
buenos aires coronel dorrego,2002-11-01,2002,11,0.006267456,17.574609375000023
buenos aires coronel dorrego,2003-08-01,2003,8,0.0012828839,8.739013671875023
buenos aires coronel dorrego,2003-09-01,2003,9,0.0010545792,12.315218098958356
buenos aires coronel dorrego,2003-10-01,2003,10,0.0038053074,15.867626953125022
buenos aires coronel dorrego,2003-11-01,2003,11,0.0018923617,17.849414062500024
buenos aires coronel dorrego,2004-08-01,2004,8,0.0022886863,9.377669270833357
buenos aires coronel dorrego,2004-09-01,2004,9,0.0014357169,11.91114908854169
buenos aires coronel dorrego,2004-10-01,2004,10,0.0028363445,13.992919921875025
buenos aires coronel dorrego,2004-11-01,2004,11,0.0020305002,17.174983723958356
buenos aires coronel dorrego,2005-08-01,2005,8,0.0016949422,9.21642252604169
buenos aires coronel dorrego,2005-09-01,2005,9,0.002005507,11.07873942057294
buenos aires coronel dorrego,2005-10-01,2005,10,0.0008726485,13.910791015625025
buenos aires coronel dorrego,2005-11-01,2005,11,0.0033580249,18.71578776041669
buenos aires coronel dorrego,2006-08-01,2006,8,0.00030144985,9.362239583333356
buenos aires coronel dorrego,2006-09-01,2006,9,0.0012234461,12.220214843750025
buenos aires coronel dorrego,2006-10-01,2006,10,0.004495425,15.220279947916689
buenos aires coronel dorrego,2006-11-01,2006,11,0.0008992985,18.113232421875026
buenos aires coronel dorrego,2007-08-01,2007,8,0.00047767657,7.128672281901064
buenos aires coronel dorrego,2007-09-01,2007,9,0.0041884896,12.72428385416669
buenos aires coronel dorrego,2007-10-01,2007,10,0.0016880499,15.802376302083356
buenos aires coronel dorrego,2007-11-01,2007,11,0.0020546813,15.948421223958356
buenos aires coronel dorrego,2008-08-01,2008,8,0.00040034112,9.571077473958356
buenos aires coronel dorrego,2008-09-01,2008,9,0.0015765794,11.581298828125025
buenos aires coronel dorrego,2008-10-01,2008,10,0.001818173,15.189680989583357
buenos aires coronel dorrego,2008-11-01,2008,11,0.0018068573,21.075390625000026
buenos aires coronel dorrego,2009-08-01,2009,8,0.00023662917,11.87428385416669
buenos aires coronel dorrego,2009-09-01,2009,9,0.0012378007,10.399348958333356
buenos aires coronel dorrego,2009-10-01,2009,10,0.0006349355,15.25524088541669
buenos aires coronel dorrego,2009-11-01,2009,11,0.002476714,17.722428385416688
buenos aires coronel dorrego,2010-08-01,2010,8,0.00019841928,8.587402343750023
buenos aires coronel dorrego,2010-09-01,2010,9,0.0017006967,11.706738281250022
buenos aires coronel dorrego,2010-10-01,2010,10,0.003054392,14.76564127604169
buenos aires coronel dorrego,2010-11-01,2010,11,0.0019779962,16.664697265625023
buenos aires coronel dorrego,2011-08-01,2011,8,0.0009813197,8.732307942708356
buenos aires coronel dorrego,2011-09-01,2011,9,0.0014711384,12.470345052083356
buenos aires coronel dorrego,2011-10-01,2011,10,0.0017415658,13.249072265625022
buenos aires coronel dorrego,2011-11-01,2011,11,0.0051281527,19.731591796875023
buenos aires coronel dorrego,2012-08-01,2012,8,0.0031084607,9.86544596354169
buenos aires coronel dorrego,2012-09-01,2012,9,0.00082281017,12.192138671875025
buenos aires coronel dorrego,2012-10-01,2012,10,0.0019314478,15.03273111979169
buenos aires coronel dorrego,2012-11-01,2012,11,0.0030088432,19.087695312500024
buenos aires coronel dorrego,2013-08-01,2013,8,0.00051981,8.783203125000023
buenos aires coronel dorrego,2013-09-01,2013,9,0.0025751686,10.29601236979169
buenos aires coronel dorrego,2013-10-01,2013,10,0.002521603,15.054231770833356
buenos aires coronel dorrego,2013-11-01,2013,11,0.001682842,18.36373697916669
buenos aires coronel dorrego,2014-08-01,2014,8,0.0021481675,11.024055989583356
buenos aires coronel dorrego,2014-09-01,2014,9,0.0012725004,12.94239908854169
buenos aires coronel dorrego,2014-10-01,2014,10,0.00581947,15.511083984375023
buenos aires coronel dorrego,2014-11-01,2014,11,0.002502579,17.75431315104169
buenos aires coronel dorrego,2015-08-01,2015,8,0.001237008,10.577522786458356
buenos aires coronel dorrego,2015-09-01,2015,9,0.00065551157,10.511328125000023
buenos aires coronel dorrego,2015-10-01,2015,10,0.0034296464,11.510237630208357
buenos aires coronel dorrego,2015-11-01,2015,11,0.0018188489,18.63064778645836
buenos aires coronel dorrego,2016-08-01,2016,8,0.00024925944,10.845996093750022
buenos aires coronel dorrego,2016-09-01,2016,9,0.0009431475,11.25382486979169
buenos aires coronel dorrego,2016-10-01,2016,10,0.0026158614,14.194433593750023
buenos aires coronel dorrego,2016-11-01,2016,11,0.002107878,18.55887044270836
buenos aires coronel dorrego,2017-08-01,2017,8,0.0027208051,10.639404296875025
buenos aires coronel dorrego,2017-09-01,2017,9,0.0015837627,12.18234049479169
buenos aires coronel dorrego,2017-10-01,2017,10,0.0018260352,14.570166015625023
buenos aires coronel dorrego,2017-11-01,2017,11,0.003756683,15.931461588541689
buenos aires coronel dorrego,2018-08-01,2018,8,0.00059863285,9.609309895833356
buenos aires coronel dorrego,2018-09-01,2018,9,0.0021778946,13.05870768229169
buenos aires coronel dorrego,2018-10-01,2018,10,0.0025824683,13.86539713541669
buenos aires coronel dorrego,2018-11-01,2018,11,0.0048032627,17.361458333333356
buenos aires coronel dorrego,2019-08-01,2019,8,0.00030222684,9.839160156250022
buenos aires coronel dorrego,2019-09-01,2019,9,0.0013352553,11.48424479166669
buenos aires coronel dorrego,2019-10-01,2019,10,0.002513868,13.764192708333356
buenos aires coronel dorrego,2019-11-01,2019,11,0.0020739615,18.50830078125002
buenos aires coronel dorrego,2020-08-01,2020,8,0.0009627556,9.807470703125023
buenos aires coronel dorrego,2020-09-01,2020,9,0.0011618641,11.56334635416669
buenos aires coronel dorrego,2020-10-01,2020,10,0.002340661,14.158496093750022
buenos aires coronel dorrego,2020-11-01,2020,11,0.002151686,19.521679687500026
buenos aires coronel dorrego,2021-08-01,2021,8,0.00064566976,10.85802408854169
buenos aires coronel dorrego,2021-09-01,2021,9,0.0017213817,12.901399739583356
buenos aires coronel dorrego,2021-10-01,2021,10,0.0006708608,16.190332031250023
buenos aires coronel dorrego,2021-11-01,2021,11,0.0032356947,18.16263020833336
buenos aires coronel dorrego,2022-08-01,2022,8,0.0004579861,9.704964192708356
buenos aires coronel dorrego,2022-09-01,2022,9,0.0004417491,12.970703125000025
buenos aires coronel dorrego,2022-10-01,2022,10,0.0018070944,14.399397786458357
buenos aires coronel dorrego,2022-11-01,2022,11,0.0016585966,19.34985351562502
buenos aires hipolito yrigoyen,1993-08-01,1993,8,0.0006215181,10.2726262019231
buenos aires hipolito yrigoyen,1993-09-01,1993,9,0.0026867292,11.611023888221176
buenos aires hipolito yrigoyen,1993-10-01,1993,10,0.0021569193,16.041256009615406
buenos aires hipolito yrigoyen,1993-11-01,1993,11,0.005082487,17.662612680288483
buenos aires hipolito yrigoyen,1994-08-01,1994,8,0.0023313458,9.854018930288484
buenos aires hipolito yrigoyen,1994-09-01,1994,9,0.0015862611,12.882019981971176
buenos aires hipolito yrigoyen,1994-10-01,1994,10,0.0025635925,14.715966796875025
buenos aires hipolito yrigoyen,1994-11-01,1994,11,0.0018445626,19.764100060096176
buenos aires hipolito yrigoyen,1995-08-01,1995,8,0.00059011445,9.41800255408656
buenos aires hipolito yrigoyen,1995-09-01,1995,9,0.0011481206,13.288870943509638
buenos aires hipolito yrigoyen,1995-10-01,1995,10,0.002387855,15.503958834134638
buenos aires hipolito yrigoyen,1995-11-01,1995,11,0.0040762257,19.738953575721176
buenos aires hipolito yrigoyen,1996-08-01,1996,8,0.0018074542,12.301397235576946
buenos aires hipolito yrigoyen,1996-09-01,1996,9,0.0011892482,12.625015024038484
buenos aires hipolito yrigoyen,1996-10-01,1996,10,0.0031352253,16.64287484975964
buenos aires hipolito yrigoyen,1996-11-01,1996,11,0.0033304717,19.933777794471176
buenos aires hipolito yrigoyen,1997-08-01,1997,8,0.0016890791,10.8129094050481
buenos aires hipolito yrigoyen,1997-09-01,1997,9,0.0014476499,11.807031250000025
buenos aires hipolito yrigoyen,1997-10-01,1997,10,0.00638176,14.85110802283656
buenos aires hipolito yrigoyen,1997-11-01,1997,11,0.004225676,17.689280348557716
buenos aires hipolito yrigoyen,1998-08-01,1998,8,0.0010528143,10.077783203125025
buenos aires hipolito yrigoyen,1998-09-01,1998,9,0.0026172479,11.228943810096176
buenos aires hipolito yrigoyen,1998-10-01,1998,10,0.0010809826,17.407222806490406
buenos aires hipolito yrigoyen,1998-11-01,1998,11,0.003428671,18.863484074519253
buenos aires hipolito yrigoyen,1999-08-01,1999,8,0.0017541113,10.688059645432714
buenos aires hipolito yrigoyen,1999-09-01,1999,9,0.003927086,12.786222956730793
buenos aires hipolito yrigoyen,1999-10-01,1999,10,0.001722637,15.103248948317331
buenos aires hipolito yrigoyen,1999-11-01,1999,11,0.002090568,18.870301231971176
buenos aires hipolito yrigoyen,2000-08-01,2000,8,0.0012347462,9.357155198317331
buenos aires hipolito yrigoyen,2000-09-01,2000,9,0.0026329644,11.7860539362981
buenos aires hipolito yrigoyen,2000-10-01,2000,10,0.0044826516,14.834356219951946
buenos aires hipolito yrigoyen,2000-11-01,2000,11,0.0033870572,17.327388822115406
buenos aires hipolito yrigoyen,2001-08-01,2001,8,0.0025783614,11.979695012019253
buenos aires hipolito yrigoyen,2001-09-01,2001,9,0.0033977313,12.091793118990408
buenos aires hipolito yrigoyen,2001-10-01,2001,10,0.006583604,15.918453275240408
buenos aires hipolito yrigoyen,2001-11-01,2001,11,0.003932723,17.672077824519253
buenos aires hipolito yrigoyen,2002-08-01,2002,8,0.0040034717,10.840666316105793
buenos aires hipolito yrigoyen,2002-09-01,2002,9,0.0020752433,12.152678034855793
buenos aires hipolito yrigoyen,2002-10-01,2002,10,0.0061492817,16.530757962740406
buenos aires hipolito yrigoyen,2002-11-01,2002,11,0.0071104956,18.80357572115387
buenos aires hipolito yrigoyen,2003-08-01,2003,8,0.00097257487,9.38626427283656
buenos aires hipolito yrigoyen,2003-09-01,2003,9,0.0008788288,13.252700570913484
buenos aires hipolito yrigoyen,2003-10-01,2003,10,0.0031338404,17.102798227163483
buenos aires hipolito yrigoyen,2003-11-01,2003,11,0.007618614,18.83970853365387
buenos aires hipolito yrigoyen,2004-08-01,2004,8,0.0018942449,10.371897536057714
buenos aires hipolito yrigoyen,2004-09-01,2004,9,0.0012266889,12.98839017427887
buenos aires hipolito yrigoyen,2004-10-01,2004,10,0.0026201918,15.334619140625025
buenos aires hipolito yrigoyen,2004-11-01,2004,11,0.0031469953,18.1200383112981
buenos aires hipolito yrigoyen,2005-08-01,2005,8,0.0016545047,10.270391376201946
buenos aires hipolito yrigoyen,2005-09-01,2005,9,0.0017550258,12.448205566406273
buenos aires hipolito yrigoyen,2005-10-01,2005,10,0.0016885542,15.619287109375025
buenos aires hipolito yrigoyen,2005-11-01,2005,11,0.003357214,20.32160456730772
buenos aires hipolito yrigoyen,2006-08-01,2006,8,0.00011779273,10.085764723557714
buenos aires hipolito yrigoyen,2006-09-01,2006,9,0.0012215906,13.370094651442331
buenos aires hipolito yrigoyen,2006-10-01,2006,10,0.007158481,16.858976862980793
buenos aires hipolito yrigoyen,2006-11-01,2006,11,0.0014176116,18.858094200721176
buenos aires hipolito yrigoyen,2007-08-01,2007,8,0.00027090486,7.690799184945936
buenos aires hipolito yrigoyen,2007-09-01,2007,9,0.0038300108,13.761846454326946
buenos aires hipolito yrigoyen,2007-10-01,2007,10,0.0057192515,16.576412259615406
buenos aires hipolito yrigoyen,2007-11-01,2007,11,0.0021274104,17.744211989182716
buenos aires hipolito yrigoyen,2008-08-01,2008,8,0.0012660406,9.669429837740408
buenos aires hipolito yrigoyen,2008-09-01,2008,9,0.0020963384,12.437083082932714
buenos aires hipolito yrigoyen,2008-10-01,2008,10,0.004316814,15.590572415865408
buenos aires hipolito yrigoyen,2008-11-01,2008,11,0.003021687,22.074008413461563
buenos aires hipolito yrigoyen,2009-08-01,2009,8,5.4559947e-05,13.72195763221156
buenos aires hipolito yrigoyen,2009-09-01,2009,9,0.0042377026,11.028823617788484
buenos aires hipolito yrigoyen,2009-10-01,2009,10,0.0011190267,16.205468750000023
buenos aires hipolito yrigoyen,2009-11-01,2009,11,0.003348831,19.397964242788483
buenos aires hipolito yrigoyen,2010-08-01,2010,8,0.0005160928,9.016240985576946
buenos aires hipolito yrigoyen,2010-09-01,2010,9,0.004965171,12.576750300480793
buenos aires hipolito yrigoyen,2010-10-01,2010,10,0.0014130517,15.366545222355793
buenos aires hipolito yrigoyen,2010-11-01,2010,11,0.0020053326,18.99225886418272
buenos aires hipolito yrigoyen,2011-08-01,2011,8,0.0006390027,8.912556340144253
buenos aires hipolito yrigoyen,2011-09-01,2011,9,0.00076264143,13.848535156250025
buenos aires hipolito yrigoyen,2011-10-01,2011,10,0.0018252879,14.887954477163484
buenos aires hipolito yrigoyen,2011-11-01,2011,11,0.003937819,21.061895282451943
buenos aires hipolito yrigoyen,2012-08-01,2012,8,0.006014282,10.594610126201946
buenos aires hipolito yrigoyen,2012-09-01,2012,9,0.0013713429,13.011189152644253
buenos aires hipolito yrigoyen,2012-10-01,2012,10,0.009219138,15.880066856971176
buenos aires hipolito yrigoyen,2012-11-01,2012,11,0.0039574886,19.91460336538464
buenos aires hipolito yrigoyen,2013-08-01,2013,8,0.00018368481,9.707947716346176
buenos aires hipolito yrigoyen,2013-09-01,2013,9,0.0016268074,11.7977726862981
buenos aires hipolito yrigoyen,2013-10-01,2013,10,0.0018435328,16.808796574519253
buenos aires hipolito yrigoyen,2013-11-01,2013,11,0.0039861896,19.73532902644233
buenos aires hipolito yrigoyen,2014-08-01,2014,8,0.0024051853,11.822167968750025
buenos aires hipolito yrigoyen,2014-09-01,2014,9,0.0015557607,13.719009164663484
buenos aires hipolito yrigoyen,2014-10-01,2014,10,0.0024210154,17.509949669471176
buenos aires hipolito yrigoyen,2014-11-01,2014,11,0.0022012447,19.507508263221176
buenos aires hipolito yrigoyen,2015-08-01,2015,8,0.0020831698,11.441890775240408
buenos aires hipolito yrigoyen,2015-09-01,2015,9,0.0013200716,11.694238281250025
buenos aires hipolito yrigoyen,2015-10-01,2015,10,0.0040766085,12.951431039663484
buenos aires hipolito yrigoyen,2015-11-01,2015,11,0.0028515025,18.71067082331733
buenos aires hipolito yrigoyen,2016-08-01,2016,8,0.00019523801,11.464746093750025
buenos aires hipolito yrigoyen,2016-09-01,2016,9,0.0014420996,12.658574969951946
buenos aires hipolito yrigoyen,2016-10-01,2016,10,0.004662134,15.388273737980793
buenos aires hipolito yrigoyen,2016-11-01,2016,11,0.002074543,19.402001953125023
buenos aires hipolito yrigoyen,2017-08-01,2017,8,0.0035068656,11.765020282451946
buenos aires hipolito yrigoyen,2017-09-01,2017,9,0.0035381194,12.6923039362981
buenos aires hipolito yrigoyen,2017-10-01,2017,10,0.0023005172,15.62803861177887
buenos aires hipolito yrigoyen,2017-11-01,2017,11,0.0021418715,18.270166015625023
buenos aires hipolito yrigoyen,2018-08-01,2018,8,0.0012262862,9.606460336538484
buenos aires hipolito yrigoyen,2018-09-01,2018,9,0.0025055038,14.406884765625025
buenos aires hipolito yrigoyen,2018-10-01,2018,10,0.0025058442,15.851277043269253
buenos aires hipolito yrigoyen,2018-11-01,2018,11,0.006001292,18.8146183894231
buenos aires hipolito yrigoyen,2019-08-01,2019,8,0.00015504083,10.687740384615408
buenos aires hipolito yrigoyen,2019-09-01,2019,9,0.00026615497,13.573670372596176
buenos aires hipolito yrigoyen,2019-10-01,2019,10,0.0022423768,16.04790414663464
buenos aires hipolito yrigoyen,2019-11-01,2019,11,0.0025666787,21.228117487980796
buenos aires hipolito yrigoyen,2020-08-01,2020,8,0.0001599774,10.900574669471176
buenos aires hipolito yrigoyen,2020-09-01,2020,9,0.003501173,12.463994891826946
buenos aires hipolito yrigoyen,2020-10-01,2020,10,0.004164057,14.8859074519231
buenos aires hipolito yrigoyen,2020-11-01,2020,11,0.0011772136,20.34819711538464
buenos aires hipolito yrigoyen,2021-08-01,2021,8,0.0003280644,11.14415189302887
buenos aires hipolito yrigoyen,2021-09-01,2021,9,0.0035956467,13.251179387019253
buenos aires hipolito yrigoyen,2021-10-01,2021,10,0.0011818388,16.474924879807716
buenos aires hipolito yrigoyen,2021-11-01,2021,11,0.0042336187,19.1715519831731
buenos aires hipolito yrigoyen,2022-08-01,2022,8,0.0003981451,10.70128079927887
buenos aires hipolito yrigoyen,2022-09-01,2022,9,0.00028613769,14.019959435096176
buenos aires hipolito yrigoyen,2022-10-01,2022,10,0.0013131604,16.099380258413483
buenos aires hipolito yrigoyen,2022-11-01,2022,11,0.00156526,21.27170597956733
